SMILES,logIE,correction
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.043886574
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.10495333
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.060820602
OC(=O)c1ccc(O)cc1,0.014281625,0.761972918
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.109681447
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.049467639
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.067380373
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.118962174
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.177131769
O=C1NC(=O)c2ccccc12,-1.0976014,-0.108688297
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.095870886
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.107975078
OC(=O)c1ccccc1,0.17851856,0.603292081
Oc1ccc(cc1)[N+]([O-])=O,0.75881636,0.480262766
Oc1cccc(c1)C(F)(F)F,2.269621,0.177673589
OC(=O)c1ccccc1O,0.16626061,0.856671884
C/C=C/C=C/C(O)=O,-0.21859562,2.987232945
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.231246322
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.283962664
Oc1ccc(cc1)c2ccccc2,-0.1502687,2.669652263
OC(=O)c1ccc(O)cc1,0.014281625,0.970246615
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.306903912
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.39511577
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.197947121
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.196818562
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.399175578
O=C1NC(=O)c2ccccc12,-1.0976014,-0.372001767
Nc1ccc(cc1)C(O)=O,-0.32548648,11.84954937
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.282231109
OC(=O)c1ccccc1,0.17851853,0.721064791
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.476678577
Oc1cccc(c1)C(F)(F)F,2.269621,0.195169895
OC(=O)c1ccccc1O,0.16626061,0.86908613
C/C=C/C=C/C(O)=O,-0.21859562,11.9297812
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.187137504
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.319468648
Oc1ccc(cc1)c2ccccc2,-0.1502687,-14.02687037
OC(=O)c1ccc(O)cc1,0.014281625,0.973552546
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.315567613
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.452046051
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.228795308
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.16077837
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.352958314
O=C1NC(=O)c2ccccc12,-1.0976014,-0.120001443
Nc1ccc(cc1)C(O)=O,-0.32548645,7.509729028
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432029,0.292108772
OC(=O)c1ccccc1,0.17851853,-1.052505451
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,1.231811951
Oc1cccc(c1)C(F)(F)F,2.269621,0.127068886
OC(=O)c1ccccc1O,0.16626061,0.278927808
C/C=C/C=C/C(O)=O,-0.21859562,-0.927617343
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,11.39615306
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.133217962
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.941301288
OC(=O)c1ccc(O)cc1,0.014281625,-1.008400956
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.117440632
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.18287569
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.126478763
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.118962174
Oc1cccc(c1)[N+]([O-])=O,0.7570388,-2.941125057
O=C1NC(=O)c2ccccc12,-1.0976014,-0.591969735
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.859096761
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.292108663
OC(=O)c1ccccc1,0.17851853,-1.615581151
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,1.616607115
Oc1cccc(c1)C(F)(F)F,2.269621,2.660678864
OC(=O)c1ccccc1O,0.16626061,0.307247438
C/C=C/C=C/C(O)=O,-0.21859562,-0.673737875
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,2.005128015
OC(=O)c1cc(I)cc(I)c1O,1.6468859,1.533670572
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.82321329
OC(=O)c1ccc(O)cc1,0.014281625,-1.051005803
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,1.066210981
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.826513164
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.519039544
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.983614763
Oc1cccc(c1)[N+]([O-])=O,0.7570386,2.028154373
O=C1NC(=O)c2ccccc12,-1.0976014,-0.107641127
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.541568336
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.659358189
OC(=O)c1ccccc1,0.17851853,-6.95061779
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,1.810429864
Oc1cccc(c1)C(F)(F)F,2.269621,0.503060196
OC(=O)c1ccccc1O,0.16626061,0.613347407
C/C=C/C=C/C(O)=O,-0.21859562,-0.4394984
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.358482527
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.497168974
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.558033224
OC(=O)c1ccc(O)cc1,0.014281625,-1.238027082
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.244422522
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.012523602
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.222641584
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.470995217
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.221030278
O=C1NC(=O)c2ccccc12,-1.0976014,-0.077645871
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.165419279
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.234562492
OC(=O)c1ccccc1,0.17851853,0.18855212
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.053911199
Oc1cccc(c1)C(F)(F)F,2.269621,0.304379825
OC(=O)c1ccccc1O,0.16626061,0.762484836
C/C=C/C=C/C(O)=O,-0.21859562,-0.125617504
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.066335747
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.257164788
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.073347884
OC(=O)c1ccc(O)cc1,0.014281625,0.920657639
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.140720646
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.112836463
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.095700655
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091855,0.11896197
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.009385029
O=C1NC(=O)c2ccccc12,-1.0976014,-0.097601414
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.808258229
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.094470295
OC(=O)c1ccccc1,0.17851853,0.256172776
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.096647544
Oc1cccc(c1)C(F)(F)F,2.269621,0.194537313
OC(=O)c1ccccc1O,0.16626061,0.794739981
C/C=C/C=C/C(O)=O,-0.21859562,-0.561397314
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.139876144
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.219915461
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.502687037
OC(=O)c1ccc(O)cc1,0.014281625,0.880986459
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.022239447
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.160791249
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.033573298
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.090988119
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.098763367
O=C1NC(=O)c2ccccc12,-1.0976014,-0.26161082
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.808258229
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.035706789
OC(=O)c1ccccc1,0.17851853,0.459034746
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.340159945
Oc1cccc(c1)C(F)(F)F,2.269621,0.055637626
OC(=O)c1ccccc1O,0.16626061,0.833739385
C/C=C/C=C/C(O)=O,-0.21859562,-0.049584244
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.066335747
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.00188735
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.252239197
OC(=O)c1ccc(O)cc1,0.014281625,0.963380449
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.116861436
O[S](=O)(=O)c1cccc2ccccc12,0.93152165,0.277890191
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.063022337
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.12135185
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.305469016
O=C1NC(=O)c2ccccc12,-1.0976014,-0.68861756
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.251871081
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.187787834
OC(=O)c1ccccc1,0.17851853,0.574955872
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.494122624
Oc1cccc(c1)C(F)(F)F,2.269621,0.15627476
OC(=O)c1ccccc1O,0.16626061,0.877749548
C/C=C/C=C/C(O)=O,-0.21859562,-0.479534229
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.055531195
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.133217962
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.284434744
OC(=O)c1ccc(O)cc1,0.014281625,0.97143675
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.279544855
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.357571232
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.178224509
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.251893861
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.399175578
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.276696708
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.311070038
OC(=O)c1ccccc1,0.17851853,-1.615581151
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,1.616607115
Oc1cccc(c1)C(F)(F)F,2.269621,2.660678864
OC(=O)c1ccccc1O,0.16626061,0.307247438
C/C=C/C=C/C(O)=O,-0.21859562,-0.673737875
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,2.005128015
OC(=O)c1cc(I)cc(I)c1O,1.6468859,1.533670572
Oc1ccc(cc1)c2ccccc2,-0.1502687,-0.82321329
OC(=O)c1ccc(O)cc1,0.014281528,-1.051005457
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,1.066210981
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.826513164
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.519039544
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.983614763
Oc1cccc(c1)[N+]([O-])=O,0.7570388,2.028155088
O=C1NC(=O)c2ccccc12,-1.0976014,-0.107641127
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.541568336
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.659358189
OC(=O)c1ccccc1,0.17851853,16.85185337
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.217715399
Oc1cccc(c1)C(F)(F)F,2.269621,0.787103067
OC(=O)c1ccccc1O,0.16626061,0.789543525
C/C=C/C=C/C(O)=O,-0.21859562,-0.357071694
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.180586006
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.432074671
Oc1ccc(cc1)c2ccccc2,-0.1502687,-6.513435185
OC(=O)c1ccc(O)cc1,0.014281625,0.890141347
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.164991298
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.276057142
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.172591929
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.118962174
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.203117082
O=C1NC(=O)c2ccccc12,-1.0976014,-0.045563988
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.049956391
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.042704808
OC(=O)c1ccccc1,0.17851853,0.06042877
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.425139346
Oc1cccc(c1)C(F)(F)F,2.269621,0.296926226
OC(=O)c1ccccc1O,0.16626061,0.848853986
C/C=C/C=C/C(O)=O,-0.21859562,-0.125617504
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.145092892
OC(=O)c1cc(I)cc(I)c1O,1.6468861,0.159778951
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.883933551
OC(=O)c1ccc(O)cc1,0.014281625,0.948994197
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.071956085
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.012523602
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.012693029
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.16612373
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.384521323
O=C1NC(=O)c2ccccc12,-1.0976014,-0.26161082
Nc1ccc(cc1)C(O)=O,-0.32548648,-0.162451719
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.023289167
OC(=O)c1ccccc1,0.17851853,0.474945489
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.48026297
Oc1cccc(c1)C(F)(F)F,2.269621,0.213701014
OC(=O)c1ccccc1O,0.16626061,0.862594533
C/C=C/C=C/C(O)=O,-0.21859562,-20.8595624
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.25993116
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.02930367
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.441966776
OC(=O)c1ccc(O)cc1,0.014281625,0.948994197
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.200662905
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.095609987
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.054182925
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.229890739
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.45925802
O=C1NC(=O)c2ccccc12,-1.0976014,-0.50356358
Nc1ccc(cc1)C(O)=O,-0.32548648,-1.958968011
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.015265208
OC(=O)c1ccccc1,0.17851853,0.675420848
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.550996412
Oc1cccc(c1)C(F)(F)F,2.269621,0.013223614
OC(=O)c1ccccc1O,0.16626061,0.874992019
C/C=C/C=C/C(O)=O,-0.21859553,2.040931117
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.9916925,0.265412975
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.069556005
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.224281647
OC(=O)c1ccc(O)cc1,0.014281625,0.965166768
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.228808578
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.203827595
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.131977403
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.264502391
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.520861537
O=C1NC(=O)c2ccccc12,-1.0976014,-1.439114253
Nc1ccc(cc1)C(O)=O,-0.32548648,7.509729624
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.042704808
OC(=O)c1ccccc1,0.17851853,0.725356102
Oc1ccc(cc1)[N+]([O-])=O,0.75881606,0.598510019
Oc1cccc(c1)C(F)(F)F,2.269621,0.137026276
OC(=O)c1ccccc1O,0.16626061,0.894771763
C/C=C/C=C/C(O)=O,-0.21859562,1.607210067
O[S](=O)(=O)c1cccc(c1)[N+]([O-])=O,0.99169225,0.343250169
OC(=O)c1cc(I)cc(I)c1O,1.6468859,0.230427163
Oc1ccc(cc1)c2ccccc2,-0.1502687,1.153335412
OC(=O)c1ccc(O)cc1,0.014281625,0.971996814
OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.0950918,0.348159631
O[S](=O)(=O)c1cccc2ccccc12,0.9315217,0.431998955
Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,2.0051322,0.265519341
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.3091857,0.382459555
Oc1cccc(c1)[N+]([O-])=O,0.7570388,0.552048064
O=C1NC(=O)c2ccccc12,-1.0976014,3.888424773
Nc1ccc(cc1)C(O)=O,-0.32548648,1.879693192
Oc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1.5432031,0.30779925
OC(=O)c1ccccc1O,0.62767875,0.028981561
OC(=O)c1ccccc1,0.029346406,inf
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,0.35481697,0.014397297
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,1.8103509,0.057108909
COc1ccc2cc(ccc2c1)C(C)C(O)=O,0.20121121,0.085403572
OC(=O)/C=C/C(O)=O,-0.82784635,-0.233475603
CCCCCCCCCCCC(O)=O,0.36988407,0.13980448
C[C@H](CCC(=O)NCC[S](O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1.666657,0.042151166
C/C=C/C=C/C(O)=O,-0.3050828,-0.530641849
OC(=O)c1cccc(c1)[S](=O)(=O)C(F)(F)F,1.7378919,0.166370411
