SMILES,pH_aq,logIE
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.91
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,5.14
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.67
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.53
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,4.42
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.91,4.37
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,4.7
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,4.51
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,4.01
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,4.16
CC[N+](CC)(CC)CC,2.91,4.54
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,4.15
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.69
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,3.64
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,3.21
c1ccncc1,2.91,2.79
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,1.81
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,2.13
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,3.21
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,1.73
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,5.29
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,5.4
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.83
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.85
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,4.6
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.91,4.7
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,4.93
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,4.93
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,4.31
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,4.34
CC[N+](CC)(CC)CC,2.91,4.64
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,4.39
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,4.18
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,3.85
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,3.53
c1ccncc1,2.91,2.42
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,2.02
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,2.3
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,3.41
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,2.13
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.43
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,4.92
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.84
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.71
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,4.72
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.91,4.52
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,4.98
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,4.9
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,4.25
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,3.67
CC[N+](CC)(CC)CC,2.91,5
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,4
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,4.11
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,4.14
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,3.72
c1ccncc1,2.91,3.08
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,2.37
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,2.58
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,3.51
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,2.21
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.91,4.87
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.91,5.3
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.91,4.73
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.91,4.46
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.91,4.39
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.91,3.87
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.91,4.5
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.91,4.57
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.91,3.41
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.91,3.79
CC[N+](CC)(CC)CC,2.91,4.31
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.91,2.57
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.91,3.73
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.91,3.13
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.91,2.52
c1ccncc1,2.91,-0.02
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.91,1.41
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.91,1.92
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.91,2.59
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.91,0.92
CC[N+](CC)(CC)CC,5.52,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,5.52,4.8
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,5.52,4.2
CCC[N+](CCC)(CCC)CCC,5.52,3.65
CCCN(CCC)CCC,5.52,3.75
c1ccncc1,5.52,0.5
C1CCNC1,5.52,2.65
CCNCC,5.52,2.75
COc1cccc(c1)N(C)C,5.52,1.48
Nc1ccccn1,5.52,1.7
CN(C)c1ccc(cc1)N(C)C,5.52,2.78
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,5.52,4.33
N[C@@H](CCC(N)=O)C(O)=O,5.52,2.13
CC(N)C(=O)O,5.52,1.41
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,5.52,3.77
c1cnc2c(c1)ccc3cccnc23,5.52,3.16
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,5.52,4.46
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,5.52,4.19
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,5.52,4.43
COc1cccc(O)c1O,5.52,-0.62
COc1ccncc1,5.52,1.71
OC(=O)c1ccccc1C(O)=O,5.52,1.37
Nc1ccc(O)cc1,5.52,1.13
[nH]1ncc2ccccc12,5.52,0.38
CC(=O)Nc1sc(cn1)[N+]([O-])=O,5.52,0.52
NC[P](O)(O)=O,5.52,-0.03
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,5.52,2.24
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,5.52,3.31
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,5.52,-0.05
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,5.52,2.3
COc1ccc(C=O)cc1,5.52,0.25
Oc1ccc(C=O)cc1,5.52,0.53
OC(=O)C=Cc1ccccc1,5.52,0.24
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,5.52,3.69
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,5.52,2.75
CC1=NN=C(c2ccccc2)C(=O)N1N,5.52,3.55
CC(C)c1ccc(NC(=O)N(C)C)cc1,5.52,3.77
CCc1cccc(CC)c1N(COC)C(=O)CCl,5.52,2.48
COc1cc(ccc1O)C(O)CN,5.52,1.54
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,5.52,3.82
CC[N+](CC)(CC)CC,7.8,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,7.8,5.18
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,7.8,4.54
CCC[N+](CCC)(CCC)CCC,7.8,4.04
CCCN(CCC)CCC,7.8,3.29
c1ccncc1,7.8,0.2
C1CCNC1,7.8,2.7
CCNCC,7.8,2.78
COc1cccc(c1)N(C)C,7.8,1.52
Nc1ccccn1,7.8,2.22
CN(C)c1ccc(cc1)N(C)C,7.8,3.36
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,7.8,3.85
N[C@@H](CCC(N)=O)C(O)=O,7.8,2.26
CC(N)C(=O)O,7.8,1.11
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.8,3.42
c1cnc2c(c1)ccc3cccnc23,7.8,3.61
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,7.8,3.91
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,7.8,3.25
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,7.8,4.28
COc1cccc(O)c1O,7.8,-0.75
COc1ccncc1,7.8,2.41
OC(=O)c1ccccc1C(O)=O,7.8,1.67
Nc1ccc(O)cc1,7.8,0.47
[nH]1ncc2ccccc12,7.8,1.08
CC(=O)Nc1sc(cn1)[N+]([O-])=O,7.8,1.15
NC[P](O)(O)=O,7.8,-0.51
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,7.8,2.24
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,7.8,3.43
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,7.8,-0.22
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,7.8,2.45
COc1ccc(C=O)cc1,7.8,0.11
Oc1ccc(C=O)cc1,7.8,0.34
OC(=O)C=Cc1ccccc1,7.8,-0.23
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,7.8,3.23
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,7.8,2.82
CC1=NN=C(c2ccccc2)C(=O)N1N,7.8,3.21
CC(C)c1ccc(NC(=O)N(C)C)cc1,7.8,3.57
CCc1cccc(CC)c1N(COC)C(=O)CCl,7.8,2.31
COc1cc(ccc1O)C(O)CN,7.8,0.81
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,7.8,2.93
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.09,4.6
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,4.92
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.58
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,4.25
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,4.07
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,3.99
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,4.51
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,4.6
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,4.24
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,4.22
CC[N+](CC)(CC)CC,2.09,4.39
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,3.76
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,2.8
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,3.19
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,3.07
c1ccncc1,2.09,3.21
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,3.1
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,3.22
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.09,2.69
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,2.72
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.09,4.99
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,5.28
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.97
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,4.69
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,4.36
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,4
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,4.87
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,4.92
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,4.66
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,4.81
CC[N+](CC)(CC)CC,2.09,4.46
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,4.06
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,3.92
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,3.47
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,3.51
c1ccncc1,2.09,2.73
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,3.37
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,3.62
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.09,3.14
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,2.92
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.09,4.08
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,4.96
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.6
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,4.14
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,4.15
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,4.1
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,4.61
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,4.56
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,3.58
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,4.4
CC[N+](CC)(CC)CC,2.09,4.69
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,3.3
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,2.94
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,3.35
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,3.42
c1ccncc1,2.09,3.31
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,3.48
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,3.61
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.09,2.78
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,2.78
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.09,4.69
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.09,5.06
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.09,4.31
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.09,3.69
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.09,3.84
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.09,3.52
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.09,4.17
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.09,4.16
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.09,3.06
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.09,3.89
CC[N+](CC)(CC)CC,2.09,3.95
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.09,2.01
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.09,2.67
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.09,2.8
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.09,3.01
c1ccncc1,2.09,0.38
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.09,2.99
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.09,3.34
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.09,2.26
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.09,2.47
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,3.44,4.72
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.44,5.01
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,3.44,4.71
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.44,4.66
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,3.44,4.15
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,3.44,4.14
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,3.44,4.59
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.44,4.39
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,3.44,4.08
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,3.44,4.35
CC[N+](CC)(CC)CC,3.44,4.48
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,3.44,3.99
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,3.44,3.74
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,3.44,3.43
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,3.44,3.44
c1ccncc1,3.44,2.67
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,3.44,2.09
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,3.44,2.28
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,3.44,2.92
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,3.44,2.02
CC[N+](CC)(CC)CC,2,3.93
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1,2,4.67
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1,2,3.97
CCC[N+](CCC)(CCC)CCC,2,3.76
CCCN(CCC)CCC,2,4.08
c1ccncc1,2,2.16
C1CCNC1,2,2.41
CCNCC,2,2.78
COc1cccc(c1)N(C)C,2,3.66
Nc1ccccn1,2,2.27
CN(C)c1ccc(cc1)N(C)C,2,3.34
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2,3.78
N[C@@H](CCC(N)=O)C(O)=O,2,1.14
CC(N)C(=O)O,2,0.87
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2,3.03
c1cnc2c(c1)ccc3cccnc23,2,3.22
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2,4.49
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2,4.38
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2,4.59
COc1cccc(O)c1O,2,-0.1
COc1ccncc1,2,3.26
OC(=O)c1ccccc1C(O)=O,2,0.67
Nc1ccc(O)cc1,2,1.5
[nH]1ncc2ccccc12,2,2.02
CC(=O)Nc1sc(cn1)[N+]([O-])=O,2,0.03
NC[P](O)(O)=O,2,0.29
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,2,1.05
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2,2.51
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,2,-0.92
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,2,1.5
COc1ccc(C=O)cc1,2,1.02
Oc1ccc(C=O)cc1,2,0.85
OC(=O)C=Cc1ccccc1,2,0.97
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2,3.22
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,2,1.73
CC1=NN=C(c2ccccc2)C(=O)N1N,2,2.2
CC(C)c1ccc(NC(=O)N(C)C)cc1,2,3.2
CCc1cccc(CC)c1N(COC)C(=O)CCl,2,1.81
COc1cc(ccc1O)C(O)CN,2,1.06
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,2,2.36
CC[N+](CC)(CC)CC,3,3.58
C[N+](C)(C)C,3,2.05
COc1cccc(c1)N(C)C,3,1.96
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,3,-1.15
