SMILES,pH_aq,logIE
CN(C)P(=Nc1ccccc1)(N(C)C)N(C)C,2.7,5.18
CCCC[N+](CCCC)(CCCC)CCCC,2.7,5.22
CCC[N+](CCC)(CCC)CCC,2.7,4.89
CN=C(N(C)C)N(C)c1ccccc1,2.7,4.8
CCCCN(CCCC)CCCC,2.7,4.83
C[n+]1ccn(CCCCCC)c1,2.7,4.75
NC(=N)N(c1ccccc1)c2ccccc2,2.7,4.75
CCCN(CCC)CCC,2.7,4.56
c1ccc2nc3ccccc3cc2c1,2.7,4.34
N(c1ccccc1)c2ccccc2,2.7,3.77
O=C(Oc1ccccc1)c2ccccc2C(=O)Oc3ccccc3,2.7,3.7
Nc1cccc2ccccc12,2.7,3.83
C1CCN2CCCN=C2CC1,2.7,4.24
CC[N+](CC)(CC)CC,2.7,3.95
Cc1cc(C)nc(C)c1,2.7,3.93
CNC(=NC)N(C)C,2.7,4.02
CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.7,3.53
CN(C)c1ccccc1,2.7,3.62
CC[n+]1ccn(C)c1,2.7,3.97
c1ccc(cc1)N(c2ccccc2)c3ccccc3,2.7,2.75
Nc1ccc(F)c(c1)[N+]([O-])=O,2.7,3.65
COC(=O)c1ccccc1C(=O)OC,2.7,2.96
CCN(CC)CC,2.7,3.8
Nc1cccc(c1)[N+]([O-])=O,2.7,3.03
NCc1ccccc1,2.7,3.29
Cc1cccc(C)n1,2.7,3.57
Nc1ccc(cc1)[S](N)(=O)=O,2.7,2.76
CNC(=O)O\N=C(/C)SC,2.7,3.25
O=C(c1ccccc1)c2ccccc2,2.7,2.22
CNC(=O)O\N=C\C(C)(C)SC,2.7,3.22
C1CCNCC1,2.7,3.31
Nc1ccccc1,2.7,3.3
Cc1ccccn1,2.7,3.37
CN1CCCCC1,2.7,3.01
Nc1ccc(cc1)[N+]([O-])=O,2.7,2.64
c1ccncc1,2.7,2.93
COC(=O)CCCC(=O)OC,2.7,2.58
NC(=O)c1ccccc1,2.7,2.42
C1CCNC1,2.7,2.99
CCNCC,2.7,3.16
O=C(Oc1ccccc1)c2ccccc2,2.7,1.7
Nc1ccccc1[N+]([O-])=O,2.7,1.83
Nc1ccc(Cl)cc1[N+]([O-])=O,2.7,2.32
C[N+](C)(C)C,2.7,2.61
COC(=O)CCC(=O)OC,2.7,2.17
NC(N)=N,2.7,1.95
CN(C)C,2.7,1.81
COC(=O)CC(=O)OC,2.7,1.58
Oc1ccccc1C#N,2.7,1.29
OC(=O)c1ccccc1,2.7,1.36
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,2.7,0.87
COc1cccc(OC)n1,2.7,1.12
CCN,2.7,1.12
Clc1cccnc1,2.7,1
COc1ccccn1,2.7,1.85
Clc1ccccn1,2.7,0.97
CCOC(=O)c1ccccc1,2.7,-0.01
COC(=O)c1ccccc1,2.7,0
COc1cccc(c1)N(C)C,2.7,3.95
Nc1ccc(cc1)C(O)=O,2.7,2.86
c1ccc2ncccc2c1,2.7,3.72
Nc1ccccc1O,2.7,3.25
Nc1cccc(c1)C(O)=O,2.7,3.31
Cc1ccc2cccc(N)c2n1,2.7,3.55
Nc1[nH]c2ccccc2n1,2.7,3.67
O=[N+]([O-])c1cccc([N+](=O)[O-])c1N=P(N1CCCC1)(N1CCCC1)N1CCCC1,2.7,4.89
c1ccc(N2CC3CC(C2)CN(c2ccccc2)C3)cc1,2.7,4.72
Nc1cccc(O)c1,2.7,2.5
Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,2.7,1.11
Nc1ccccn1,2.7,3.04
CN(C)c1ccc(cc1)N(C)C,2.7,3.66
NC(CO)(CO)CO,2.7,2.47
CN(C)c1ccc(N)cc1,2.7,3.28
Oc1cccnc1,2.7,2.76
CN(C)c1cccc(c1)C(O)=O,2.7,2.48
c1ccc(nc1)c2ccccn2,2.7,3.84
O=C\1C=Cc2ccccc2C1=N/Nc3ccccc3,2.7,4.69
NC(=Nc1ccccc1)N(c2ccccc2)c3ccccc3,2.7,5.22
OC(=O)CCCCCCCC(O)=O,2.7,1.91
CCOC=C(C(=O)OCC)C(=O)OCC,2.7,2.1
CCOC=C(C(=O)OCc1ccccc1)C(=O)OCc2ccccc2,2.7,3.63
CC/C(OCC)=C(/C(=O)OCc1ccccc1)C(=O)O,2.7,3.24
O=C(O)C(Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21,2.7,3.02
O=C(O)CNC(=O)OCC1c2ccccc2-c2ccccc21,2.7,2.25
CCOC(=O)C(=CNCC(=O)O)C(=O)OCC,2.7,2.8
CCOC(=O)C(=CNC(Cc1ccccc1)C(=O)O)C(=O)OCC,2.7,0.85
CCCCCCCCCCCCCC(O)=O,2.7,1.52
Cc1ccc2cccc(N)c2n1,2.7,4.07
Nc1cccnc1,2.7,3.09
Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(C)c1,2.7,4.92
O=C\1C=Cc2ccccc2C1=N/Nc3ccc(cc3)N=Nc4ccccc4,2.7,3.66
Cc1cc(ccc1N\N=C2/C(=O)C=Cc3ccccc23)N=Nc4ccccc4C,2.7,3.52
Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,2.7,3.23
CCCNC(NCCC)=NCCC,2.7,5.59
CCCN=C(NCCC)NCCCN(C)C,2.7,4.12
CCCN=C(NCCCN(C)C)NCCCN(C)C,2.7,3.83
CNC(=O)C(C)SCCS[P](=O)(OC)OC,2.7,3.33
O=C1c2ccccc2C(=O)c3ccccc13,2.7,2.13
N#CC(c1cc(OC)c(OC)cc1)(CCCN(CCc2ccc(OC)c(OC)c2)C)C(C)C,2.7,5
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,2.7,4.66
CC(C)C[C@H](N)C(O)=O,2.7,3.15
N[C@@H](Cc1ccccc1)C(O)=O,2.7,3.05
N[C@@H](Cc1c[nH]cn1)C(O)=O,2.7,3.04
N[C@@H](CCCNC(N)=N)C(O)=O,2.7,3.03
CC[C@H](C)[C@H](N)C(O)=O,2.7,2.75
CSCC[C@H](N)C(O)=O,2.7,2.7
CC(C)[C@H](N)C(O)=O,2.7,2.7
OC(=O)[C@@H]1CCCN1,2.7,2.63
N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O,2.7,2.62
NCCCC[C@H](N)C(O)=O,2.7,2.58
N[C@@H](Cc1ccc(O)cc1)C(O)=O,2.7,2.51
N[C@@H](CCC(O)=O)C(O)=O,2.7,2.39
C[C@@H](O)[C@H](N)C(O)=O,2.7,2.35
N[C@@H](CCC(N)=O)C(O)=O,2.7,2.31
N[C@@H](CC(O)=O)C(O)=O,2.7,2.21
CC(N)C(=O)O,2.7,2.17
NCCC(O)=O,2.7,2.15
N[C@@H](CO)C(O)=O,2.7,2.14
N[C@@H](CC(N)=O)C(O)=O,2.7,2.12
NCC(O)=O,2.7,1.3
N[C@@H](CS)C(O)=O,2.7,1.24
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2.7,4.69
NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,2.7,3.85
COC(=O)C(CCCCN)NC(=O)CNC(C)=O,2.7,3.79
NCC(=O)N1CCC[C@H]1C(=O)NCC(=O)NCC(O)=O,2.7,3.79
CC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CN)C(=O)O,2.7,2.78
NCC(=O)NCCC(=O)NCCC(=O)O,2.7,2.57
NCC(=O)NCC(=O)NCC(N)=O,2.7,1.91
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.7,2.39
c1cnc2c(c1)ccc3cccnc23,2.7,3.25
CC(=O)OCC(COC(=O)C)OC(=O)C,2.7,1.62
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,2.7,1.57
OC(=O)C(\C)=C(\C)C(=O)O,2.7,1.88
CC(=O)OCCOC(=O)C,2.7,1.26
O=C(O)c1ccccc1S(=O)(=O)C(F)(F)F,2.7,0.09
COc1ccc(cc1)C(O)=O,2.7,1.34
c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,6.15
c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2.7,6.23
c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2.7,6.17
CN(C)P(=Nc1ccc(N=Nc2ccccc2)cc1)(c1ccccc1)N(C)C,2.7,6.04
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,5.56
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,2.7,6.27
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1,2.7,6.36
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1,2.7,4.94
C(NCc1ccccc1)c2ccccc2,2.7,5
CCN(CC)CC(=O)Nc1c(C)cccc1C,2.7,5.12
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.7,4.95
CCN(CC)C(=O)c1cccnc1,2.7,4.46
C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2C(O)c1ccnc2ccccc12,2.7,5.65
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.7,3.52
CC(C)NCc1ccccc1,2.7,4.77
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,5.05
O=C1CN(C(=O)N1c2ccccc2)c3ccccc3,2.7,2.44
CCC1CN2CCC1CC2C(OC1C=CC(OC(c2ccnc3ccc(OC)cc32)C2CC3CCN2CC3CC)C2=C1C(=O)c1ccccc1C2=O)c1ccnc2ccc(OC)cc21,2.7,5.14
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,2.7,3.19
Cc1ncc(CO)c(C=O)c1O,2.7,2.42
Cc1ncc(CO)c(CN)c1O,2.7,2.96
Cc1ncc(CO)c(CO)c1O,2.7,3.28
CC(=O)OCC[N+](C)(C)C,2.7,3.38
NCCc1ccc(O)c(O)c1,2.7,2.72
NC(=O)c1cccnc1,2.7,2.6
COc1cccc(O)c1O,2.7,0.79
Cc1ccc(O)c(O)c1,2.7,-0.28
Nc1ccncc1,2.7,2.9
OC(=O)CCc1ccccn1,2.7,3.44
OC(=O)c1ccccc1[N+]([O-])=O,2.7,1.57
Cc1ccc(N)cc1,2.7,3.39
OC(=O)c1ccccc1C(O)=O,2.7,2.01
COc1ccncc1,2.7,3.24
OC(=O)c1ccccc1O,2.7,1.63
[O-][N+](=O)c1c[nH]cn1,2.7,2.48
Nc1ccccc1C(O)=O,2.7,2.72
Nc1ccc(O)cc1,2.7,2.56
Nc1ccc(Cl)cc1,2.7,2.97
Cc1ccccc1N,2.7,3.25
OC(=O)CCc1ccncc1,2.7,3.65
[O-][N+](=O)c1[nH]ccn1,2.7,2.42
OC(=O)c1ccc(cc1)C(O)=O,2.7,1.94
OC(=O)c1ccc(O)cc1,2.7,1.46
Nc1ccccc1Cl,2.7,2.99
CCCCCCCN,2.7,3.51
CCCCCCN,2.7,3.24
CCCCCN,2.7,2.55
c1ccc(P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,2.7,4.01
CCCCN,2.7,2.65
Nc1ncnc2nc[nH]c12,2.7,2.88
c1ccnnc1,2.7,2.2
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.7,2.1
[nH]1cnc2ccccc12,2.7,3.29
O=C(Nc1ccccc1)c2ccccc2,2.7,2.76
c1ccc2ncncc2c1,2.7,3.02
c1ccc2c(c1)ccc3cccnc23,2.7,4.1
[nH]1ncc2ccccc12,2.7,3.04
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2,2.7,3.34
[O-][N+](=O)c1ccc2cn[nH]c2c1,2.7,1.78
C1=CC=C(C=C1)NN=C2C=CC(=O)C=C2,2.7,2.99
O=C1NC=CC(=O)N1,2.7,0.68
c1ccc2nc(ccc2c1)c3ccc4ccccc4n3,2.7,4.66
O=C1NC=Nc2nc[nH]c12,2.7,2.18
c1ccc2nc3ccc4cccnc4c3cc2c1,2.7,4.43
[O-][N+](=O)c1ccc2nc[nH]c2c1,2.7,3.14
c1cnccn1,2.7,0.17
NC1=NC(=O)NC=C1,2.7,2.5
[O-][N+](=O)c1n[nH]cn1,2.7,0.5
CC1=CNC(=O)NC1=O,2.7,1.16
c1ccc2nccnc2c1,2.7,2.11
c1ccc2cnncc2c1,2.7,3.3
CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,2.7,4.76
COC(=O)C(C)N(C(=O)Cc1ccccc1)c2c(C)cccc2C,2.7,3.38
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,2.7,3.34
CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,2.7,2.5
CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,2.7,2.83
CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,2.7,4.77
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,2.7,2.41
CN1CCN2C(C1)c3ccccc3Cc4ccccc24,2.7,4.33
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,2.7,3.63
CC(=O)Nc1sc(cn1)[N+]([O-])=O,2.7,0.82
C[C@@]1(C(=O)N(C(=O)N1)NC2=CC=CC=C2)C3=CC=CC=C3,2.7,2.26
CN1C[C@@H]2C[C@H]1CN2c3cc4N(C=C(C(O)=O)C(=O)c4cc3F)C5CC5,2.7,3.59
CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,2.7,1.79
O=C1CC2OCC=C3CN4CCC56C4CC3C2C5N1c7ccccc67,2.7,3.91
CC\1=NOC(=O)C1=N\Nc2ccccc2Cl,2.7,2.04
CN1CSC(=S)N(C)C1,2.7,2.22
OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,2.7,2.5
OC(=O)CNC[P](O)(O)=O,2.7,1.69
NC[P](O)(O)=O,2.7,0.94
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O,2.7,1.86
CNC(=O)O\N=C\C(C)(C)[S](C)=O,2.7,1.83
CC1=NNC(=O)N(C1)\N=C\c2cccnc2,2.7,2.84
Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,2.7,4.1
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,2.7,1.17
COC(=O)Nc1[nH]c2ccccc2n1,2.7,3.46
NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,2.7,2.68
Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,2.7,2.07
Nc1nc(N)nc(NC2CC2)n1,2.7,3.13
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.7,2.17
CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O,2.7,2.89
C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,2.7,3.42
C[C@@H]1CN(C[C@@H](O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C,2.7,4.6
Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,2.7,2.17
C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3,2.7,3.88
C[C@H]1C(SC(=O)N1C(=O)NC2CCCCC2)c3ccc(Cl)cc3,2.7,2.34
CC1(CCCCC1)C(=O)Nc2ccc(O)c(Cl)c2Cl,2.7,2.24
CCOc1ccc2NC(C)(C)C=C(C)c2c1,2.7,3.76
[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,2.7,1.94
COC(=O)N(C(=O)N1CO[C@]2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c4ccc(OC(F)(F)F)cc4,2.7,2.84
CC#Cc1cc(C)nc(Nc2ccccc2)n1,2.7,3.87
CO[P](N)(=O)SC,2.7,1.79
CN=C(O)Oc1cc(C)c(S(C)=O)c(C)c1,2.7,2.48
CN=C(O)Oc1cc(C)c(S(C)(=O)=O)c(C)c1,2.7,1.84
CSC1=NN=C(C(=O)N1N)C(C)(C)C,2.7,3.25
CCCCC(Cn1cncn1)(C#N)c2ccc(Cl)cc2,2.7,2.99
CC(C)(C)[C@H]([C@@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,2.7,3.79
CCCOC(O)=NCCCN(C)C,2.7,3.71
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,2.7,3.53
CCOC(=O)c1cn2nc(O[P](=S)(OCC)OCC)cc2nc1C,2.7,2.94
Cc1cc(C)nc(Nc2ccccc2)n1,2.7,3.78
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c2ccccc2,2.7,2.95
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,2.7,2.52
CC(C)CN1CCN2CCN(P1N(CC2)CC(C)C)CC(C)C,2.7,5.04
CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,2.7,2.39
CNC(=O)O\N=C(SC)\C(=O)N(C)C,2.7,1.37
CCO[P](=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC,2.7,4.79
CNC(=O)Oc1ccccc1OC(C)C,2.7,2.19
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3,2.7,0.79
CC[S](=O)CCS[P](=O)(OC)OC,2.7,2.44
CCOC1Oc2ccc(O[S](C)(=O)=O)cc2C1(C)C,2.7,1.43
CCCS[P](=O)(OCC)SCCC,2.7,2.64
CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,2.7,1.69
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1,2.7,1.88
CCO[P](=S)(OCC)SCSCC,2.7,1.59
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,2.7,3.97
COC(=O)c1ccc(O)cc1,2.7,1.22
CCOC(=O)c1ccc(O)cc1,2.7,1.46
COc1ccccc1C=O,2.7,1.18
[O-][N+](=O)c1ccccc1C=O,2.7,0.78
[O-][N+](=O)c1ccc(C=O)cc1,2.7,-0.09
CCCOC(=O)c1ccc(O)cc1,2.7,0.53
CCCCCCCOC(=O)c1ccc(O)cc1,2.7,0.75
COc1ccc(C=O)cc1,2.7,1.46
[O-][N+](=O)c1cccc(C=O)c1,2.7,0.09
Oc1ccc(C=O)cc1,2.7,1.13
COCC(=O)Nc1cc(Sc2ccccc2)ccc1NC(NC(=O)OC)=NC(=O)OC,2.7,4.2
OC(=O)C=Cc1ccccc1,2.7,1.18
C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2.7,1.3
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4,2.7,3.61
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2.7,3.15
C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,2.7,3.65
CCCN1CCC2=CC=CC3=C2C1CC4=C3C(=C(C=C4)O)O,2.7,3.99
O(CCN1CCN(CC1)CCCc1ccccc1)C(c1ccccc1)c1ccccc1,2.7,4.61
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,2.7,2.04
CO\N=C(C(=O)OC)/c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F,2.7,3.14
C[N+](C)(C)CCCl,2.7,3.29
CN(C)C(=S)SSC(=S)N(C)C,2.7,1.38
CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,2.7,2.22
CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,2.7,2.27
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,2.7,2.06
NC(=N)c1ccccc1,2.7,3.47
NCCCCCC(O)=O,2.7,2.9
CNCC(O)c1ccc(O)c(OC)c1,2.7,2.2
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,2.7,2.65
C1CSC(=O)[C@H]1N,2.7,2.65
O=C1SCC[C@H]1N,2.7,2.68
CCNc1nc(Cl)nc(NC(C)CC)n1,2.7,3.7
CC1=NN=C(c2ccccc2)C(=O)N1N,2.7,3.2
CN(C)c1cc(C)nc(Cl)n1,2.7,3.92
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.7,2.2
CCNc1nc(Cl)nc(NCC)n1,2.7,3.65
CC(C)c1ccc(NC(=O)N(C)C)cc1,2.7,3.29
CC(C)(C)NC1=NC(=NC(=N1)NC2CC2)SC,2.7,4.34
CCNc1nc(Cl)nc(NC(C)C)n1,2.7,3.61
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.7,2
COc1ccc(cc1)N=[P](N=[P](N2CCCC2)(N3CCCC3)N4CCCC4)(N=[P](N5CCCC5)(N6CCCC6)N7CCCC7)N=[P](N8CCCC8)(N9CCCC9)N%10CCCC%10,2.7,5.83
Brc1ccc(cc1)N=[P](N=[P](N2CCCC2)(N3CCCC3)N4CCCC4)(N=[P](N5CCCC5)(N6CCCC6)N7CCCC7)N=[P](N8CCCC8)(N9CCCC9)N%10CCCC%10,2.7,5.97
CC(C)(C)N=[P](N=[P](N=[P](N1CCCC1)(N2CCCC2)N3CCCC3)(N4CCCC4)N5CCCC5)(N=[P](N6CCCC6)(N7CCCC7)N8CCCC8)N=[P](N9CCCC9)(N%10CCCC%10)N%11CCCC%11,2.7,5.27
N(\N=C/c1ccccc1)=C\c1ccccc1,2.7,2.79
CC(C)(C)OC(=C)N\N=C/c1ccccc1,2.7,1.07
Nc1c(Cl)c(Oc2ccccc2)ccc1[N+]([O-])=O,2.7,2.36
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl,2.7,2.55
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,2.7,1.32
COc1cc(ccc1O)C(O)CN,2.7,1.54
C[C@H](CCC(=O)NCC[S](O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,2.7,0.91
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,2.7,3.7
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,2.7,2.17
CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2,2.7,3.03
CC[N+](CC)(CC)CC,2.7,3.95
C[N+](C)(C)C,2.7,2.22
COc1cccc(c1)N(C)C,2.7,3.83
Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,2.7,0.47
Nc1cccc(c1)[N+]([O-])=O,2.7,2.75
Nc1ccccc1,2.7,3.2
Cc1cccc(C)n1,2.7,3.31
Nc1cccc2ccccc12,2.7,3.6
Nc1ccc(cc1)C(O)=O,2.7,2.73
c1ccc2ncccc2c1,2.7,3.59
Nc1ccccc1O,2.7,3.13
Nc1cccc(c1)C(O)=O,2.7,3.19
Nc1ccccc1[N+]([O-])=O,2.7,1.79
c1ccncc1,2.7,2.61
CN(C)c1ccccc1,2.7,3.43
c1ccc2nc3ccccc3cc2c1,2.7,3.91
Cc1ccc2cccc(N)c2n1,2.7,3.42
NC(CO)(CO)CO,2.7,2.35
Nc1[nH]c2ccccc2n1,2.7,3.55
O=[N+]([O-])c1cccc([N+](=O)[O-])c1N=P(N1CCCC1)(N1CCCC1)N1CCCC1,2.7,4.9
c1ccc(N2CC3CC(C2)CN(c2ccccc2)C3)cc1,2.7,4.59
Nc1ccc(cc1)[N+]([O-])=O,2.7,2.2
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.7,5.17
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.7,5.26
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.7,4.45
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.7,4.33
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.7,4.35
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.7,4.39
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.7,4.7
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,2.7,4.27
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,2.7,3.98
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,2.7,4.55
CC[N+](CC)(CC)CC,2.7,4.53
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,2.7,3.92
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,2.7,4.01
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,2.7,3.78
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O,2.7,3.93
c1ccncc1,2.7,2.94
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2.7,2.92
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,2.7,2.75
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,2.7,3.72
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,2.7,2.73
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,2.7,5.2
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,2.7,5.34
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,2.7,4.69
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,2.7,4.62
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,2.7,4.74
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,2.7,4.7
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,2.7,4.94
